PaperProjectID,DOI,Title,NoveltyScore,Confidence,ControversyIndex,Classification,Explanation,AdjudicationNote,Uniqueness,Tension,Synthesis,Coherence
029_81,https://doi.org/10.1055/a-2620-3244,The Effect of Computerized Alerts on Prescribing and Patient Outcomes: A Systematic Review,0.4256,0.963,0.4109,Incremental,"This paper is a 4.3/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.466,0.25,0.7103,0.95
029_82,https://doi.org/10.1002/sstr.202500178,Redox‐Active Interlayer with Gradient Adsorption and Catalytic Conversion Functionality for High‐Sulfur‐Loading Lithium‐Sulfur Batteries,0.6173,0.9395,0.6718,Moderately Novel,"This paper is a 6.2/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.764,0.3,0.6886,0.9257
029_83,https://doi.org/10.4103/ijcm.ijcm_530_24,Internet Gaming Disorder – An Emerging Digital Epidemic: Exploratory Analysis of Prevalence and Correlates among Young Adults of Tamil Nadu,0.3168,0.9466,0.5935,Incremental,"This paper is a 3.2/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.268,0.3,0.6595,0.9257
029_84,https://doi.org/10.11609/jott.8084.16.1.24535-24549,Freshwater fish diversity and IUCN Red List status of glacial-fed (Bheri) and spring-fed (Babai) rivers in the wake of inter-basin water transfer,0.4922,0.9435,0.6283,Incremental,"This paper is a 4.9/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.556,0.3,0.6864,0.9377
029_85,https://doi.org/10.1016/j.rineng.2024.103332,Transforming wastewater-derived algae biodiesel with ammonium hydroxide emulsion for enhanced energy efficiency and emission reduction,0.5304,0.9527,0.5259,Incremental,"This paper is a 5.3/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.6839,0.95
029_86,https://doi.org/10.1002/msd2.70038,Image‐Based Flaw Identification Using Convolutional Neural Network,0.5867,0.8568,1,Moderately Novel,"This paper is a 5.9/10 for novelty, and we are 86% confident in this assessment. The moderate confidence (86%) suggests reasonable agreement among judges.",Socratic Panel,0.663,0.4,0.689,0.9217
029_87,https://doi.org/10.3390/educsci15070877,High-Impact Tutoring to Accelerate Learning for Intermediate Students: A Pilot Study,0.4673,0.9537,0.5148,Incremental,"This paper is a 4.7/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.52,0.3,0.6534,0.9468
029_88,https://doi.org/10.56578/ijkis020201,Advanced Logarithmic Aggregation Operators for Enhanced Decision-Making in Uncertain Environments,0.5361,0.929,0.7892,Incremental,"This paper is a 5.4/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.624,0.3,0.7168,0.9405
029_89,https://doi.org/10.1002/eat.24166,A meta‐analysis of disordered eating and its association with self‐criticism and self‐compassion,0.4879,0.9398,0.6685,Incremental,"This paper is a 4.9/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.554,0.3,0.6551,0.9249
029_90,https://doi.org/10.3390/fib12020015,Observation of Visible Upconversion Luminescence of Soft Glass Multimode Fibers,0.5374,0.9428,0.6359,Incremental,"This paper is a 5.4/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.626,0.3,0.7178,0.9336
029_91,https://doi.org/10.1177/22104917251347656,A cluster-based study on the epidemiology of developmental dysplasia of the hip (DDH) and implication of ultrasonography findings of capsular laxity,0.45,0.9303,0.7743,Incremental,"This paper is a 4.5/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.532,0.3,0.7158,0.929
029_92,https://doi.org/10.3390/cancers15225380,A Systematic Review and Critical Assessment of Breast Cancer Risk Prediction Tools Incorporating a Polygenic Risk Score for the General Population,0.45,0.9396,0.6715,Incremental,"This paper is a 4.5/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.58,0.25,0.6853,0.9438
029_93,https://doi.org/10.1016/j.rockmb.2024.100173,Prediction of rock fracture pressure in hydraulic fracturing with interpretable machine learning and mechanical specific energy theory,0.5334,0.9421,0.6437,Incremental,"This paper is a 5.3/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.7141,0.9312
029_94,https://doi.org/10.1111/jpim.12800,"Decentralization, Blockchain, Artificial Intelligence (<scp>AI</scp>): Challenges and Opportunities",0.6989,0.8933,1,Moderately Novel,"This paper is a 7.0/10 for novelty, and we are 89% confident in this assessment. The moderate confidence (89%) suggests reasonable agreement among judges.",Socratic Panel,0.75,0.6,0.689,0.9307
029_95,https://doi.org/10.2478/amns-2024-1171,The positive significance of ideological and political teaching in colleges and universities based on HOG feature extraction to college students’ innovation and entrepreneurship,0.5324,0.9471,0.5879,Incremental,"This paper is a 5.3/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.618,0.3,0.7161,0.9407
029_96,https://doi.org/10.2463/mrms.mp.2025-0055,Radiomic Analysis Applied to Pretreatment Gd-EOB-DTPA-enhanced MR Imaging Predicts Response to Selective Transcatheter Arterial Chemoembolization for Hepatocellular Carcinoma,0.4929,0.9199,0.8898,Incremental,"This paper is a 4.9/10 for novelty, and we are 92% confident in this assessment. The high confidence (92%) indicates strong consensus across all judge perspectives.",Consensus,0.562,0.3,0.6571,0.9155
029_97,https://doi.org/10.3847/1538-4357/adee99,A Closer Look at an Unusual Ultradiffuse Galaxy<sup>*</sup>,0.6089,0.8854,1,Moderately Novel,"This paper is a 6.1/10 for novelty, and we are 89% confident in this assessment. The moderate confidence (89%) suggests reasonable agreement among judges.",Socratic Panel,0.7,0.4,0.689,0.9273
029_98,https://doi.org/10.3389/fcvm.2024.1355989,Hybrid stage 1 palliation for HLHS: the experience of a tertiary center in a developing country,0.4821,0.9536,0.5152,Incremental,"This paper is a 4.8/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.544,0.3,0.6573,0.9057
029_99,https://doi.org/10.1093/bjrcr/uaad004,The dangers of “Chasing the dragon”: a fatal case of heroin-induced leukoencephalopathy,0.4751,0.8983,1,Incremental,"This paper is a 4.8/10 for novelty, and we are 90% confident in this assessment. The moderate confidence (90%) suggests reasonable agreement among judges.",Socratic Panel,0.527,0.3,0.6891,0.9157
029_100,https://doi.org/10.3390/chemosensors13020047,Facile Synthesis of Palladium Nanorods: Self-Assembly into Thin 2D Layers for SERS Sensing,0.582,0.8837,1,Moderately Novel,"This paper is a 5.8/10 for novelty, and we are 88% confident in this assessment. The moderate confidence (88%) suggests reasonable agreement among judges.",Socratic Panel,0.705,0.3,0.6896,0.91
029_101,https://doi.org/10.3390/philosophies9060173,When Communicative Worlds Collide: Strategies for Negotiating Misalignments in Attentional Social Presence,0.527,0.9435,0.6283,Incremental,"This paper is a 5.3/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.614,0.3,0.6855,0.9425
029_102,https://doi.org/10.47745/ausi-2024-0007,Exploring the Impact of Backbone Architecture on Explainable CNNs’ Interpretability,0.4838,0.9751,0.2763,Incremental,"This paper is a 4.8/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives.",Consensus,0.532,0.3,0.7462,0.9282
029_103,https://doi.org/10.1093/mnras/staf480,"Exploring the dynamical nature and radio halo emission of Abell 384: a combined radio, X-ray, and optical study",0.515,0.9552,0.4975,Incremental,"This paper is a 5.2/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.544,0.4,0.686,0.9163
029_104,https://doi.org/10.1155/sci5/1848058,Molecular Characterization and Antibiogram Profiling of Bacteria Isolated From Sewage and Surface Water in Bangladesh,0.5026,0.9531,0.5216,Incremental,"This paper is a 5.0/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.568,0.3,0.7183,0.9185
029_105,https://doi.org/10.3390/e26060442,Thermodynamic Stability Theories of Irreversible Processes and the Fourth Law of Thermodynamics,0.587,0.9008,1,Moderately Novel,"This paper is a 5.9/10 for novelty, and we are 90% confident in this assessment. The high confidence (90%) indicates strong consensus across all judge perspectives.",Socratic Panel,0.659,0.4,0.7156,0.9433
029_106,https://doi.org/10.2147/prbm.s477451,Patterns of Poly-Victimization Among Early Adolescents: A Latent Class and Two-Wave Latent Transition Analysis,0.4668,0.9266,0.816,Incremental,"This paper is a 4.7/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.524,0.3,0.6238,0.9193
029_107,https://doi.org/10.1007/s10787-024-01503-1,An exploratory study of a multi-species probiotic formulation and markers of health in a real-world oncological cohort in the time of covid,0.5036,0.9784,0.24,Incremental,"This paper is a 5.0/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives.",Consensus,0.58,0.3,0.6563,0.9226
029_108,https://doi.org/10.1016/j.disc.2024.113879,How many contacts can exist between oriented squares of various sizes?,0.5197,0.9634,0.4063,Incremental,"This paper is a 5.2/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.5775,0.95
029_109,https://doi.org/10.1136/bmjopen-2023-078245,National cross-sectional survey of US adults to assess the reliability of current and lifetime cannabis smoking,0.4275,0.9664,0.3729,Incremental,"This paper is a 4.3/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.468,0.25,0.7169,0.9212
029_110,https://doi.org/10.3389/fmed.2025.1533744,Association of the non-high-density lipoprotein cholesterol to high-density lipoprotein cholesterol ratio (NHHR) with COPD prevalence and all-cause mortality: a population-based study based on NHANES 2007–2016,0.5992,0.987,0.1443,Moderately Novel,"This paper is a 6.0/10 for novelty, and we are 99% confident in this assessment. The high confidence (99%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.55,0.6217,0.9138
029_111,https://doi.org/10.1016/j.jcjp.2024.100178,Treatment of large chondral lesions with big bony defects: the Overlay autologous chondrocyte implantation technique,0.5317,0.9568,0.4802,Incremental,"This paper is a 5.3/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.622,0.3,0.6855,0.9305
029_112,https://doi.org/10.1021/acs.organomet.4c00120,"Macrobicyclic Dibridgehead Di(trialkyl)pnictogens E((CH<sub>2</sub>)<sub><i>n</i></sub>)<sub>3</sub>E (E/<i>n</i> = As/10, As/12, As/14, Sb/14) and Their Cage-like Metal Complexes: Syntheses, Structures, and Homeomorphic Isomerizations",0.512,0.9456,0.6047,Incremental,"This paper is a 5.1/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.606,0.3,0.5842,0.9186
